strategy,mix,ratePerSecond,durationSeconds,totalRequests,errors,throughput,avgLatencyMs,p95LatencyMs,dbReads,dbWrites,cacheHits,cacheMisses,cacheHitRate,writeBackBufferSize,writeBackDropped,writeBackFlushes,writeBackFlushedEntries
BACK,BALANCED,200,30,108600,0,3620.00,1.50,3,0,0,54092,0,1.000000,7064,0,4,22635
